juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,age,length_of_stay,priors_count,race,sex,c_charge_degree,c_charge_desc
1,0,4,-1.0,35,0.9044907407407408,13,African-American,Male,F,Uttering a Forged Instrument
0,0,0,0.0,49,0.15869212962962964,0,Caucasian,Male,M,DUI Level 0.15 Or Minor In Veh
0,0,0,-59.0,34,51.241273148148146,4,African-American,Male,M,Driving License Suspended
0,0,0,0.0,29,0.1609722222222222,0,African-American,Male,F,Tampering With Physical Evidence
0,0,0,-24.0,29,0.10030092592592593,1,Caucasian,Male,F,Possession of Oxycodone
0,0,0,-1.0,28,0.9307638888888888,0,Other,Female,F,Grand Theft in the 3rd Degree
0,0,0,302.0,48,10.64398148148148,20,Caucasian,Male,F,arrest case no charge
0,0,0,-219.0,63,8.185439814814815,1,Hispanic,Female,F,arrest case no charge
0,0,1,-1.0,31,135.97283564814813,15,African-American,Male,F,OTHER
0,0,0,-1.0,24,1.8727199074074075,2,African-American,Male,F,OTHER
0,0,0,0.0,30,23.26761574074074,0,Hispanic,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,49,0.9032407407407408,4,African-American,Male,M,Battery
0,0,0,-13.0,53,13.062789351851851,8,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,35,0.9722453703703704,5,African-American,Male,F,Driving While License Revoked
0,0,0,-38.0,63,35.83538194444444,10,African-American,Male,M,OTHER
1,1,2,-1.0,27,1.1531828703703704,15,African-American,Male,F,Driving While License Revoked
0,0,0,-1.0,38,1.9627893518518518,4,Caucasian,Male,M,Battery
0,0,1,-1.0,22,1.038275462962963,1,African-American,Male,F,OTHER
0,1,2,70.0,22,124.20371527777777,2,African-American,Male,F,OTHER
0,0,0,-1.0,29,18.960185185185185,4,African-American,Male,F,arrest case no charge
0,0,0,0.0,62,-0.11922453703703703,0,Hispanic,Male,M,OTHER
0,1,0,0.0,27,30.116261574074073,6,African-American,Male,F,Aggravated Battery / Pregnant
0,0,0,-1.0,33,1.3664583333333333,0,Other,Male,M,Battery
0,0,0,0.0,56,3.1996990740740743,0,African-American,Female,M,Battery
0,0,0,-1.0,45,241.96453703703705,6,Hispanic,Male,F,Possession of Cocaine
0,0,0,-1.0,22,1.0569444444444445,1,Hispanic,Male,F,Burglary Structure Unoccup
0,0,0,-1.0,39,4.900740740740741,1,African-American,Male,M,arrest case no charge
0,0,0,0.0,29,1.1298032407407408,5,African-American,Male,F,OTHER
0,0,1,-1.0,27,14.250648148148148,1,Caucasian,Male,F,arrest case no charge
0,0,0,-15.0,40,3.188298611111111,2,African-American,Male,F,arrest case no charge
0,0,0,0.0,22,16.831238425925925,1,African-American,Male,M,Battery
0,0,0,-1.0,22,57.92224537037037,0,Caucasian,Male,F,Grand Theft in the 3rd Degree
0,0,0,-1.0,26,2.004224537037037,1,African-American,Female,F,OTHER
0,0,0,-43.0,27,19.357800925925925,1,Caucasian,Male,F,OTHER
0,0,0,-1.0,32,1.1494328703703705,0,African-American,Male,F,Felony Battery (Dom Strang)
0,0,0,-1.0,41,1.6737152777777777,1,African-American,Male,M,arrest case no charge
0,0,0,-1.0,30,1.2308912037037036,8,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,50,0.8238657407407407,0,Other,Male,F,arrest case no charge
1,6,1,-1.0,25,7.142523148148148,14,African-American,Male,F,arrest case no charge
0,0,0,-1.0,20,1.1007175925925925,0,Other,Male,F,Tampering With Physical Evidence
1,0,0,0.0,22,30.083159722222224,2,African-American,Male,F,OTHER
0,0,1,137.0,23,0.7178819444444444,2,African-American,Male,M,arrest case no charge
0,0,0,-1.0,35,0.8451157407407407,1,African-American,Female,M,arrest case no charge
0,0,0,0.0,36,3.6683101851851854,9,African-American,Male,F,Deliver Cocaine
0,0,0,0.0,26,0.10814814814814815,7,Caucasian,Male,F,Possession Burglary Tools
0,0,0,0.0,21,3.9207175925925926,1,Other,Male,F,Grand Theft in the 3rd Degree
0,0,0,-1.0,25,0.9973263888888889,9,Caucasian,Male,F,Pos Cannabis W/Intent Sel/Del
0,0,0,,71,,12,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,20,0.5938310185185185,0,Caucasian,Female,F,"Poss3,4 Methylenedioxymethcath"
0,0,0,-2.0,39,-0.22018518518518518,2,Caucasian,Male,F,Possession Of Alprazolam
0,0,0,-64.0,66,30.313055555555554,3,Caucasian,Male,F,OTHER
0,0,0,0.0,54,0.28402777777777777,0,Caucasian,Female,M,DUI Level 0.15 Or Minor In Veh
0,0,0,-2.0,44,1.1277199074074074,0,Hispanic,Female,M,Battery
0,0,0,-10.0,19,9.099456018518518,1,African-American,Male,M,Battery
0,0,0,-137.0,24,137.29788194444444,1,African-American,Male,F,arrest case no charge
0,0,0,-1.0,30,0.9332291666666667,1,African-American,Male,F,OTHER
0,0,0,-1.0,39,1.6877662037037038,0,Caucasian,Female,F,Aggravated Assault W/Dead Weap
0,1,2,-1.0,24,12.189375,8,Caucasian,Male,F,OTHER
0,0,0,-1.0,30,5.971076388888889,0,Caucasian,Male,F,Possession Of Methamphetamine
0,0,0,-1.0,31,38.970787037037034,0,Caucasian,Male,M,Battery
0,0,0,-1.0,39,106.86686342592593,1,Caucasian,Female,F,OTHER
0,0,0,178.0,59,109.73793981481481,14,African-American,Male,F,arrest case no charge
0,0,0,-30.0,43,1.0370717592592593,1,Caucasian,Male,F,Possession of Cocaine
0,0,0,-1.0,21,6.275428240740741,3,African-American,Male,F,Grand Theft in the 3rd Degree
0,0,0,-1.0,38,2.8444907407407407,5,Caucasian,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,0.0,34,14.923900462962964,0,Caucasian,Male,F,Aggravated Assault w/Firearm
0,0,0,0.0,33,0.28583333333333333,5,African-American,Male,F,OTHER
0,0,0,0.0,37,1.272361111111111,3,African-American,Male,F,"Poss3,4 Methylenedioxymethcath"
0,0,0,0.0,42,0.9099189814814815,1,Caucasian,Male,F,OTHER
0,1,0,0.0,41,176.01019675925926,10,African-American,Male,F,Possession of Cocaine
0,0,0,-1.0,22,0.8780671296296296,0,African-American,Male,F,Uttering a Forged Instrument
0,12,2,-1.0,33,1.8341666666666667,28,African-American,Male,F,Driving While License Revoked
0,0,0,-1.0,31,1.187824074074074,1,African-American,Male,M,Battery
0,0,0,-1.0,30,1.1125694444444445,1,Other,Female,F,Crim Use of Personal ID Info
0,0,0,-1.0,31,471.25944444444445,13,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,27,0.971550925925926,3,African-American,Male,F,Possession of Cocaine
0,0,0,67.0,56,79.96061342592593,8,African-American,Male,F,arrest case no charge
0,0,0,-2.0,52,0.6327430555555555,3,Caucasian,Male,M,Battery
0,0,0,-1.0,33,0.867025462962963,19,African-American,Male,F,arrest case no charge
0,0,0,-47.0,64,-0.1065625,2,Caucasian,Female,M,Resist/Obstruct W/O Violence
0,0,0,-36.0,22,14.227546296296296,4,Caucasian,Male,F,Possession Of Alprazolam
0,0,0,-4.0,42,-0.1250462962962963,6,Caucasian,Male,F,Possession Of Alprazolam
0,0,0,-1.0,25,3.039270833333333,2,Caucasian,Female,F,arrest case no charge
0,0,0,-20.0,30,3.8137268518518517,1,Caucasian,Male,M,OTHER
0,0,0,,28,,2,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,37,1.7272569444444446,2,Other,Female,M,Petit Theft
0,0,0,-1.0,28,0.8874652777777777,0,Caucasian,Male,M,OTHER
0,0,0,-1.0,24,2.441099537037037,0,African-American,Female,M,Battery
0,1,0,-1.0,29,7.099340277777777,10,Caucasian,Female,F,Grand Theft in the 3rd Degree
0,0,0,0.0,44,-0.02329861111111111,2,Caucasian,Male,M,Battery
0,0,0,-35.0,30,0.32283564814814814,4,Hispanic,Female,F,Battery on Law Enforc Officer
0,0,0,-1.0,32,8.062337962962962,3,African-American,Male,F,Possession of Cocaine
0,0,0,-16.0,31,15.130208333333334,2,Caucasian,Male,M,Resist/Obstruct W/O Violence
0,0,0,-1.0,31,1.0678125,1,African-American,Male,M,OTHER
0,0,0,-1.0,59,0.5783564814814814,1,Caucasian,Male,F,Possession of Cocaine
0,0,0,,45,,4,Caucasian,Female,F,arrest case no charge
1,0,0,0.0,20,2.770451388888889,1,African-American,Female,F,arrest case no charge
0,0,0,0.0,43,0.9654398148148148,0,Caucasian,Female,M,DUI Level 0.15 Or Minor In Veh
1,1,0,-1.0,38,13.130972222222223,9,African-American,Male,F,Possession of Cocaine
0,0,0,-2.0,32,1.276400462962963,11,African-American,Male,F,Poss Pyrrolidinovalerophenone
0,0,0,-1.0,33,0.7452083333333334,8,African-American,Male,M,Assault
0,0,0,-1.0,31,1.7850925925925927,0,African-American,Female,F,Possession of Oxycodone
0,0,0,-1.0,33,26.179525462962964,7,African-American,Female,F,Possession of Cocaine
0,0,0,-1.0,27,1.0829050925925925,2,African-American,Male,F,Tampering With Physical Evidence
0,0,0,0.0,20,0.1592361111111111,0,African-American,Female,F,Grand Theft in the 3rd Degree
0,0,0,-2.0,26,0.8947453703703704,0,Caucasian,Female,M,OTHER
0,0,0,-1.0,61,0.7561689814814815,1,African-American,Female,F,OTHER
0,0,0,-1.0,52,1.7364814814814815,13,Other,Male,F,Felony Petit Theft
0,0,0,-26.0,63,14.80744212962963,1,Hispanic,Male,F,arrest case no charge
0,0,0,-7.0,32,6.813773148148148,4,African-American,Female,F,arrest case no charge
0,0,0,-1.0,29,0.8852893518518519,1,Hispanic,Male,F,Grand Theft in the 3rd Degree
0,0,0,,46,,1,Other,Female,F,OTHER
0,0,0,-1.0,26,0.7613310185185185,2,African-American,Female,M,Driving Under The Influence
0,0,0,-51.0,55,1.0906944444444444,3,African-American,Male,M,Battery
1,0,0,-1.0,39,3.9236689814814816,1,Caucasian,Male,M,OTHER
0,0,0,0.0,30,530.0848958333333,3,Caucasian,Female,F,OTHER
0,0,0,0.0,30,70.12737268518518,1,African-American,Male,F,OTHER
0,0,0,-1.0,48,0.8268981481481481,2,Caucasian,Male,M,Battery
0,0,0,-1.0,22,0.8658333333333333,1,African-American,Male,F,arrest case no charge
0,0,0,22.0,46,22.672916666666666,6,Caucasian,Male,F,Driving While License Revoked
0,0,0,-56.0,49,5.023263888888889,6,Caucasian,Female,F,Crim Use of Personal ID Info
0,0,0,0.0,31,2.2690277777777776,0,Caucasian,Male,F,OTHER
0,0,0,-1.0,25,1.9193171296296296,1,African-American,Male,M,Battery
0,0,0,-1.0,23,0.04138888888888889,0,Hispanic,Male,F,"Poss3,4 Methylenedioxymethcath"
0,0,0,-1.0,32,1.1013657407407407,5,African-American,Female,F,Aggravated Assault W/dead Weap
0,0,0,-1.0,52,3.076111111111111,2,Hispanic,Male,M,OTHER
0,0,0,0.0,62,15.655335648148148,8,African-American,Male,F,Possession of Cocaine
0,0,0,-110.0,37,105.85643518518519,6,Caucasian,Female,F,Possession of Cocaine
0,0,0,-45.0,55,18.329143518518517,1,Caucasian,Male,F,Grand Theft in the 3rd Degree
0,0,0,29.0,31,117.22524305555555,8,Hispanic,Male,F,arrest case no charge
0,0,0,-1.0,28,0.6931944444444444,6,African-American,Male,M,Resist/Obstruct W/O Violence
0,0,0,-1.0,54,188.38032407407408,2,Hispanic,Male,F,Burglary Unoccupied Dwelling
0,0,0,-1.0,58,0.6800231481481481,0,Hispanic,Male,F,Possession Of Heroin
0,0,0,-1.0,78,0.8565162037037037,1,Caucasian,Male,M,Driving Under The Influence
0,0,0,-1.0,56,1.164074074074074,0,Caucasian,Male,F,Possession of Cocaine
0,0,0,-1.0,24,1.9750347222222222,0,Other,Male,F,Burglary Unoccupied Dwelling
2,2,1,-34.0,38,33.93505787037037,22,African-American,Male,F,OTHER
0,0,0,0.0,22,0.001412037037037037,1,African-American,Male,F,Pos Cannabis W/Intent Sel/Del
0,0,0,-1.0,47,0.8659953703703703,23,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,23,1.0371064814814814,0,African-American,Male,M,Battery
0,0,0,0.0,57,19.698055555555555,1,Hispanic,Male,F,Driving While License Revoked
0,0,0,-35.0,38,0.9913888888888889,2,Caucasian,Female,F,Possession of Cocaine
0,0,0,-10.0,66,2.014236111111111,3,African-American,Male,F,Agg Battery Grt/Bod/Harm
0,0,0,0.0,45,71.06920138888889,8,Caucasian,Male,M,Viol Injunct Domestic Violence
0,0,0,,52,,0,Other,Female,M,OTHER
0,0,0,289.0,32,97.1635300925926,13,African-American,Male,F,OTHER
0,0,0,0.0,37,0.2178125,2,African-American,Male,M,Battery
0,0,0,0.0,39,0.9223842592592593,0,Caucasian,Male,F,Possession Of Methamphetamine
0,0,0,0.0,26,79.29552083333333,9,African-American,Male,F,Deliver Cocaine
0,0,0,-1.0,45,358.9688425925926,2,Caucasian,Male,F,OTHER
0,0,0,-1.0,23,0.9773263888888889,0,African-American,Male,F,Possession of Cannabis
0,0,0,0.0,34,25.718668981481482,2,African-American,Male,M,Battery
0,0,0,-1.0,23,0.828587962962963,1,African-American,Female,M,Battery
0,0,0,-1.0,36,2.9867476851851853,2,Other,Male,M,Battery
0,0,0,-4.0,50,1.7320717592592592,1,Caucasian,Male,F,OTHER
0,0,0,-1.0,37,0.25497685185185187,0,Caucasian,Female,M,OTHER
0,0,0,0.0,44,1.2431597222222222,4,Caucasian,Male,M,Battery
0,1,0,-1.0,35,2.094513888888889,23,African-American,Female,F,Felony Petit Theft
0,0,0,-1.0,24,0.8504166666666667,5,Other,Male,F,arrest case no charge
0,0,0,-1.0,26,1.141689814814815,2,African-American,Male,F,OTHER
0,0,0,-1.0,27,2.731423611111111,0,African-American,Male,M,OTHER
0,0,0,0.0,28,29.11747685185185,0,African-American,Female,F,Aggrav Battery w/Deadly Weapon
0,0,0,49.0,43,121.22930555555556,11,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,28,1.0216782407407408,7,Caucasian,Female,F,Felony Petit Theft
0,0,0,-1.0,38,1.2178472222222223,2,African-American,Male,F,Driving While License Revoked
0,0,0,-36.0,27,36.00587962962963,2,Caucasian,Male,M,OTHER
0,0,0,-1.0,28,38.83116898148148,1,African-American,Female,F,arrest case no charge
0,0,0,-1.0,56,0.6053125,7,Caucasian,Male,F,Felony Driving While Lic Suspd
0,0,0,-1.0,38,1.7623958333333334,15,African-American,Male,F,Possession of Cocaine
0,0,0,-1.0,28,0.741712962962963,2,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,104.0,45,218.59027777777777,3,African-American,Male,F,arrest case no charge
0,0,0,,28,,0,Hispanic,Male,M,DUI Property Damage/Injury
0,0,0,-34.0,61,0.8497453703703703,1,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,51,0.7240509259259259,0,Caucasian,Female,M,Driving Under The Influence
0,0,0,-1.0,51,0.8882175925925926,0,Caucasian,Male,M,Battery
0,0,0,-1.0,36,1.0739467592592593,1,Other,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,48,1.0996180555555555,0,African-American,Male,F,OTHER
0,0,0,0.0,37,1.850324074074074,4,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,30,2.7984375,2,African-American,Female,F,Grand Theft in the 3rd Degree
0,0,0,0.0,41,0.24171296296296296,5,African-American,Female,M,Battery
0,0,0,-1.0,27,223.17061342592592,11,African-American,Male,F,OTHER
0,0,0,-1.0,37,1.7827777777777778,0,African-American,Male,M,Battery
0,0,0,0.0,33,2.136909722222222,4,Other,Male,F,Aggravated Assault w/Firearm
0,0,0,-1.0,54,129.88015046296297,11,African-American,Male,F,Grand Theft (Motor Vehicle)
0,0,0,-1.0,23,71.85234953703704,2,African-American,Male,F,OTHER
0,0,0,-227.0,26,226.99086805555555,2,African-American,Female,F,arrest case no charge
0,0,0,0.0,41,0.8661805555555555,0,African-American,Male,M,Battery
0,0,0,-1.0,52,0.8997800925925926,0,Caucasian,Male,F,OTHER
0,0,0,0.0,43,51.32663194444444,13,Caucasian,Male,F,Driving While License Revoked
0,0,0,-1.0,52,13.93736111111111,0,African-American,Male,F,Uttering a Forged Instrument
0,0,0,-3.0,28,3.273252314814815,1,Caucasian,Male,F,arrest case no charge
0,0,2,-1.0,30,1.2227662037037037,11,African-American,Male,M,Battery
0,0,0,0.0,28,6.169641203703704,1,Caucasian,Male,F,OTHER
0,0,0,-1.0,22,0.923587962962963,0,African-American,Male,F,Pos Cannabis W/Intent Sel/Del
0,0,0,0.0,30,-0.1272800925925926,4,African-American,Male,F,Driving While License Revoked
0,0,0,0.0,25,1.216712962962963,4,Hispanic,Male,F,Possession of Cannabis
0,0,0,-1.0,31,30.9846875,0,Caucasian,Male,F,Burglary Unoccupied Dwelling
0,0,0,-1.0,37,35.00631944444444,0,Caucasian,Male,F,Grand Theft in the 3rd Degree
0,1,0,-1.0,32,1.154050925925926,14,African-American,Male,F,Aggravated Battery / Pregnant
0,1,0,649.0,26,75.91273148148149,4,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,53,1.0470949074074074,1,Caucasian,Male,M,Battery
0,0,0,29.0,28,25.96695601851852,25,African-American,Male,F,arrest case no charge
0,0,0,-1.0,44,4.985,8,Caucasian,Male,M,Battery
0,0,0,0.0,25,0.34131944444444445,0,African-American,Male,F,Grand Theft in the 3rd Degree
0,0,1,0.0,22,5.944201388888889,1,Caucasian,Male,M,OTHER
0,0,0,-1.0,37,1.0038310185185184,0,Other,Female,M,Battery
0,0,0,-1.0,40,1.0015277777777778,3,Other,Female,F,Driving While License Revoked
0,0,0,150.0,36,22.197407407407407,8,Caucasian,Male,F,Felony Driving While Lic Suspd
0,0,0,-140.0,30,62.38092592592593,4,Caucasian,Male,F,False Imprisonment
0,0,0,161.0,22,0.7964583333333334,3,African-American,Male,M,OTHER
0,0,0,-32.0,24,29.161435185185184,1,Caucasian,Female,M,Battery
0,0,0,-44.0,27,6.769502314814815,3,African-American,Male,M,OTHER
0,0,0,-1.0,31,0.9157060185185185,0,Hispanic,Female,M,Battery
0,0,1,-1.0,23,1.2572800925925927,1,Hispanic,Male,F,arrest case no charge
0,0,4,-1.0,23,0.7559953703703703,5,Caucasian,Female,F,arrest case no charge
0,0,0,-3.0,24,0.660625,0,Hispanic,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,29,0.9643171296296297,1,African-American,Male,M,Battery
0,0,0,-1.0,20,1.1250925925925925,1,African-American,Male,F,Carrying Concealed Firearm
0,0,0,-1.0,30,1.7324421296296297,2,African-American,Male,F,Carrying Concealed Firearm
0,0,0,-1.0,39,0.9042476851851852,0,Other,Male,F,OTHER
0,0,0,-1.0,27,0.974212962962963,4,African-American,Male,F,arrest case no charge
0,0,0,812.0,31,10.819953703703703,2,Caucasian,Male,M,arrest case no charge
0,0,0,0.0,37,0.788425925925926,2,African-American,Female,F,arrest case no charge
0,0,0,-1.0,20,2.771122685185185,0,African-American,Male,F,Possession Burglary Tools
0,0,1,0.0,22,2.0641435185185184,0,Hispanic,Male,F,"Poss3,4 Methylenedioxymethcath"
0,0,0,-1.0,52,0.6647916666666667,0,African-American,Female,F,Burglary Conveyance Unoccup
0,0,0,-1.0,23,3.789201388888889,0,African-American,Female,F,Carrying Concealed Firearm
0,0,0,-1.0,48,1.8496643518518519,0,African-American,Female,F,Aggravated Assault W/Dead Weap
0,0,0,,66,,8,African-American,Male,F,Deliver Cocaine
0,0,0,0.0,25,0.19116898148148148,0,Caucasian,Male,F,OTHER
0,0,0,-1.0,27,1.7170486111111112,0,Caucasian,Male,F,Grand Theft in the 3rd Degree
0,0,0,0.0,30,1.0078935185185185,11,African-American,Male,F,OTHER
0,1,1,-1.0,22,1.3466087962962963,3,African-American,Male,M,Battery
0,0,0,-1.0,22,0.9595254629629629,1,Caucasian,Female,F,Pos Cannabis W/Intent Sel/Del
0,0,0,,35,,2,African-American,Male,F,arrest case no charge
0,0,0,-232.0,32,40.061516203703704,2,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,41,0.9509143518518518,2,African-American,Female,M,Battery on Law Enforc Officer
0,0,0,-1.0,25,0.9127314814814815,0,Other,Female,F,Aggravated Assault W/Dead Weap
0,0,0,53.0,44,117.67947916666667,24,African-American,Male,M,OTHER
0,0,0,0.0,52,24.923842592592592,3,African-American,Male,F,Possession of Cocaine
0,0,0,-1.0,43,41.00908564814815,0,African-American,Male,F,Felony Battery (Dom Strang)
0,0,0,-4.0,37,2.8909375,3,Caucasian,Male,F,arrest case no charge
0,0,0,299.0,28,2.7236458333333333,3,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-13.0,70,12.976851851851851,1,Caucasian,Male,M,Battery
0,0,0,-266.0,54,0.945625,6,Caucasian,Male,F,Possession of Cocaine
0,0,0,-1.0,46,14.215011574074074,3,Caucasian,Male,F,arrest case no charge
0,0,0,-1.0,21,1.1212731481481482,0,African-American,Male,M,Petit Theft
0,0,0,-1.0,26,1.8528935185185185,1,African-American,Male,M,Battery
0,0,0,23.0,38,1.9303009259259258,3,Hispanic,Male,F,Crim Use of Personal ID Info
0,0,0,-1.0,34,1.1935763888888888,5,Caucasian,Male,M,Battery
0,0,0,-48.0,19,48.067384259259256,1,African-American,Male,F,Grand Theft in the 3rd Degree
0,0,0,-1.0,34,0.9628703703703704,5,African-American,Male,M,Driving License Suspended
0,0,0,0.0,23,0.6516666666666666,0,Caucasian,Male,F,Aggravated Assault W/Dead Weap
0,0,0,-1.0,34,2.8177083333333335,5,African-American,Male,F,Possession of Oxycodone
0,0,0,-83.0,30,83.32851851851852,2,African-American,Male,F,arrest case no charge
0,0,0,-1.0,39,2.861064814814815,6,African-American,Male,F,Aggravated Battery / Pregnant
0,0,0,-1.0,24,1.0594212962962963,0,Other,Male,F,OTHER
0,0,0,-93.0,33,0.08545138888888888,1,Caucasian,Male,M,Driving Under The Influence
0,0,0,-1.0,58,1.7777662037037036,2,Caucasian,Male,F,OTHER
0,0,0,0.0,21,0.8731597222222223,0,African-American,Female,M,Battery
0,0,0,-36.0,21,36.181805555555556,1,African-American,Male,F,OTHER
0,0,1,-11.0,23,11.16912037037037,4,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,0.0,62,1.9462037037037037,0,Caucasian,Male,F,False Imprisonment
1,0,1,300.0,27,0.791238425925926,4,African-American,Male,M,Possess Cannabis/20 Grams Or Less
0,0,0,-1.0,37,10.959722222222222,5,Caucasian,Male,F,Battery on Law Enforc Officer
0,0,0,-1.0,43,7.900717592592593,2,Other,Male,F,Grand Theft in the 3rd Degree
0,0,0,0.0,32,-0.09002314814814814,5,African-American,Female,F,Aggrav Battery w/Deadly Weapon
0,0,0,-1.0,23,45.92118055555556,0,Hispanic,Male,F,Burglary Conveyance Unoccup
0,0,0,0.0,27,0.8005208333333333,0,African-American,Male,M,Battery
0,0,0,-1.0,44,1.2227546296296297,0,Caucasian,Male,M,Battery
0,0,0,-1.0,28,0.9720949074074074,3,Caucasian,Male,M,Battery
0,0,0,-3.0,42,1.1132407407407408,0,Caucasian,Female,F,Possession of Cocaine
0,1,0,-1.0,24,4.621539351851852,9,Other,Male,F,Resist Officer w/Violence
0,0,0,0.0,27,17.226550925925928,0,African-American,Male,F,Aggrav Battery w/Deadly Weapon
0,0,0,-1.0,20,0.8379629629629629,0,African-American,Male,F,Grand Theft (Motor Vehicle)
0,0,0,0.0,51,1.2764236111111111,0,Caucasian,Female,M,Battery on Law Enforc Officer
0,0,0,0.0,56,1.2358796296296297,0,Caucasian,Male,M,OTHER
0,0,0,-1.0,29,1.1756828703703703,7,African-American,Male,F,arrest case no charge
0,0,0,-1.0,20,209.90265046296295,0,African-American,Male,F,Grand Theft in the 3rd Degree
0,0,0,-176.0,53,174.0753125,6,Caucasian,Male,F,arrest case no charge
